Age,AvgWallU,AvgRoofU,AvgFloorU,AvgWindowU,TempAdj,ResponseCat,EnergyRatingCont
13,0.67,0.35,0,3.23,0,1,244.94
26,0.6,0.4,0.57,2.1,0,1,230.08
5,0.26,0.22,0,1.7,0,1,121.01
66,0.39,1.69,0.58,3.1,0.6,1,316.01
14,0.6755,0.13,0,2.7,0,1,161.46
10,0.37,0.3692,0.31,2.74,0,1,212.91
86,1.4,0.27,0.73,3.1,0.6,1,285.01
91,0.6755,1.69,0.46,3.65,0.3,3,795.77
42,2.4,1.09,0.8,2.7,0.6,1,339.28
9,0.19,0.13,0.18,1.7,0,1,142.22
52,1.98,0.74,0.76,4.56,0,1,329.12
46,2.4,0.5,0.65,3.99,0.3,2,555.02
17,0.55,0.4,0.44,2.78,0.6,1,226.09
14,0.29,0.16,0.41,2.8,0,1,163.78
38,0.6,0.5,0.55,3.45,0.6,1,338.23
13,0.32,0.13,0.29,2.7,0,1,160.94
12,0.55,0.2,0.36,2.8,0,1,167.27
12,0.53,0.26,0.29,3.19,0.6,1,261.81
37,0.6755,0.13,0.48,3.1,0.6,3,317.3
166,1.88,1.43,0.84,2.7,0.6,1,321.21
76,1.41,0.62,0.55,4.26,0.6,1,420.94
11,0.37,0.13,0.37,2.7,0,4,152.35
35,0.37,0.16,0.46,2.99,0.6,1,187.77
12,0.6755,0.13,0,2.8,0.3,5,263.26
1,0.15,0.13,0.14,1.4,0,3,58.23
17,0.6755,0.4,0.44,2.6,0.6,1,230.64
11,0.37,0.25,0.37,2.3,0,1,177.16
13,0.6755,0.36,0.44,2.72,0.6,1,221.04
12,0.55,0.26,0.34,2.1,0.6,1,177.16
19,0.51,0.37,0.41,3.18,0.6,1,263.93
15,0.51,0.3692,0.41,2.8,0.3,4,266.45
37,0.25,0.13,0.48,2.7,0.6,1,196.45
11,0.24,0.14,0.37,1.8,0,1,145.3
26,0.33,0.13,0.64,2.8,0,1,166.19
26,0.28,0.13,0.7,2.9,0,1,187.25
19,0.6755,0.17,0.44,2.73,0.6,1,166.48
43,0.18,0.36,0.73,2.7,0.6,1,235.89
105,0.56,0.58,0.53,2.63,0,1,184.98
27,0.53,0.41,0.64,3.42,0.6,1,272.37
13,0.55,0.36,0.44,2.8,0.6,1,236.58
11,0.28,0.13,0.26,2.13,0,1,108.07
12,0.55,0.35,1,3.4,0.3,5,503.08
8,0.27,0.16,0.22,1.4,-0.15,1,137.1
1,0.2,0.1,0.17,1.2,0,1,59.76
14,0.55,0.36,0.41,2.94,0.6,1,221.34
176,2.1,1.69,0.98,3.49,0.3,4,1079.74
41,0.93,0.21,0.54,2.78,0.6,1,221.51
3,0.17,0.15,0.15,1.43,0,2,55.68
42,0.73,0.13,0.84,2.6,0.6,1,276.07
36,1.1,0.4,0.64,2.8,0,1,286.76
11,0.37,0.25,0.28,3.1,0,1,187.65
44,1.14,0.16,0.61,3.1,0.6,3,338.09
17,0.32,0.19,0.44,2.91,0.6,3,268.09
35,1.09,0.49,0.61,5.37,0,1,352.13
156,0.27,0.15,0.83,2.7,0,2,448.11
10,0.64,0.25,0,2.7,0,1,214.28
38,1.1,0.13,0.64,2.8,0.6,1,269.49
41,0.6755,0.19,0.65,2.7,0.6,1,294.49
27,0.6,0.41,0.48,4.8,0.6,1,315.07
116,1.73,0.13,0.5,4.02,0.6,1,459.88
51,0.28,0.13,0.84,3.1,0,1,170.19
10,0.6755,0.4,0.34,2.7,0,1,210.41
13,0.55,0.26,0.36,3.1,0,1,180.71
38,1.1,0.4,0.48,3.77,0.3,1,359.65
41,0.6,0.13,0.61,2.8,0.6,3,297.92
45,0.31,0.13,0.73,2.8,0.6,1,184.42
46,1.78,0.26,0.61,2.2,0,1,233.8
14,0.55,0.35,0.44,2.8,0.6,1,266.36
116,1.86,0.69,1,2.7,0.3,4,740.54
18,0.87,0.3692,0,2.8,0,1,201.84
126,0.6755,0.56,0.75,2.2,0.6,1,532.86
51,0.57,0.15,0.36,3.06,0,1,148.8
57,2.04,2.3,0.65,3.11,0,1,431.63
23,0.6,0.4,0.57,2.7,0,1,287.99
76,0.48,0.13,0.56,3.1,0,1,207.76
11,0.37,0.26,0.26,1.81,0,1,125.29
47,1.97,2.3,0.79,2.96,0,1,389.62
11,0.26,0.13,0.34,2.84,0,1,161.92
9,0.37,0.26,0.34,2.71,0,1,160.69
78,0.2,0.15,0.65,1.97,0.6,1,212.51
15,0.31,0.16,0.44,2.8,0.6,1,159.24
31,0.6,0.68,0.57,3.51,0.6,1,421.9
75,0.24,1.13,0.73,2.48,0,1,282.53
76,1.74,0.16,0.56,3.3,0.6,1,297.49
24,0.6755,0.13,0.57,1.8,0,1,143.86
116,0.37,0.15,0.84,3.75,0.6,1,254.69
22,0.53,0.36,0.37,2.74,0.6,1,243.22
18,0.28,0.4,0.44,3.1,0.6,3,363.69
116,0.97,0.79,0.46,3.4,0.6,1,421.46
42,1.78,0.4,0.61,3.15,0.6,1,384.93
66,0.29,0.16,0.84,1.7,0,1,157.29
19,0.55,0.4,0.41,2.8,0.6,1,215.87
11,0.37,0.25,0.34,2.8,0,1,154.66
13,0.37,0.3692,0,1.9,0,2,165.49
14,0.53,0.3692,0,2.8,0.6,1,144.76
39,0.5,0.13,0.84,4.8,0.6,1,293.28
56,0.6755,0.13,0.61,3.15,0.6,1,232.66
15,0.3,0.13,0.44,2.7,0,1,208.62
11,0.6755,0.15,0.25,1.96,0,1,119.75
20,0.29,0.16,0.44,2.2,0.6,3,378.37
86,0.6755,2.3,0.46,2.8,0,1,397.62
10,0.26,0.16,0.25,1.4,0,1,178.85
40,0.35,0.13,0.72,2.7,0.45,1,272.86
22,0.55,0.13,0.37,2.8,0,1,181.82
8,0.3,0.14,0.4,2.21,0,1,172.75
10,0.27,0.16,0.2,2,0,3,118.48
96,2.1,0.88,0,4.8,0.6,1,252.41
9,0.6755,0.3692,0,2,0,1,215.58
9,0.37,0.26,0.31,2.7,0.6,1,180.01
12,0.28,0.13,0.37,2.2,0,1,141.06
17,0.27,0.13,0.41,3.27,0.6,1,250.76
93,2.1,0.51,0.84,4.24,0.3,3,753.96
11,0.36,0.25,0,2.3,0,1,124.61
14,0.55,0.27,0.41,3.1,0,1,228.02
60,0.27,0.16,0.44,4.05,0.6,1,236.02
32,0.31,0.13,0.57,2.79,0.6,1,264.47
9,0.36,0.25,0,2.6,-0.1,1,173.94
44,0.36,0.13,0.8,2.7,0,1,172.88
42,0.47,0.13,0.84,2.7,0.6,3,363.8
20,0.72,0.3692,0,2.8,0,1,260.61
42,0.3,0.16,0.73,1.35,0,1,148.65
28,0.33,0.16,0.64,4.8,0.6,3,394.87
8,0.37,0.26,0.37,2.3,0,1,189.25
86,1.79,2.3,0.65,4.09,0,1,391.47
1,0.15,0.11,0.12,1.3,0,1,59.99
18,0.24,0.13,0.29,2.96,0.6,1,203.74
7,0.37,0.3692,0.19,1.2,0,1,119.64
14,0.51,0.36,0,2.7,0.3,4,295.37
8,0.29,0.21,0.34,2.8,0,1,156.16
22,0.55,0.39,0.36,4.48,0.6,1,271.9
24,0.27,0.13,0.46,2.7,0,1,136.39
16,0.29,0.13,0.44,2.8,0.6,3,262.1
33,1.58,0.29,0.48,2.8,0,1,256.01
16,0.54,0.38,0.42,2.66,0.6,1,239.89
59,2.1,0.43,0.84,2,0.6,1,425.48
26,0.6755,0.32,0.53,2,0,1,151.41
20,0.31,0.13,0.37,1.4,0,1,139.02
15,0.47,0.36,0,2.7,0,1,155.39
16,0.54,0.4,0.44,3.22,0.6,1,249.22
38,0.42,0.18,0.64,2.7,0,1,213.13
36,1,0.13,0.48,2.8,0.6,1,389.78
12,0.55,0.36,0.41,2.8,0,1,216.35
51,0.6755,0.62,0.78,2,0.6,1,277.58
66,0.35,0.16,0.79,2.8,0,1,155.25
10,0.6755,0.3692,0,1.51,0,1,132.49
33,0.52,0.93,0.57,3.1,0.6,1,255.86
53,0.52,0.19,0.69,2.72,0.6,1,260.33
9,0.37,0.13,0.37,1.9,0,1,157.07
47,0.94,0.45,0.69,2.81,0.6,1,344.08
9,0.62,0.3692,0,1.5,0,1,151.78
13,0.55,0.25,0.44,3.1,0,1,164.19
18,0.6755,0.35,0,2.8,0.3,4,274.04
8,0.35,0.31,0,1.6,0,1,143.83
11,0.37,0.3,0.34,2.2,0,1,206.29
12,0.32,0.2,0.6,2.7,0.3,2,243.96
51,1.93,0.35,0.5,2.7,0,1,241.88
37,0.53,0.13,0.57,2,0.6,1,219.98
34,0.3,0.26,0.64,2.74,0.6,1,322.93
26,0.6,0.3692,0,2.8,0.3,4,216.65
7,0.18,0.18,0.18,2,0,1,99.5
4,0.19,0.13,0.21,1.5,0,1,106.04
78,1.49,1.44,0.66,2.1,0,1,326.74
45,0.31,0.13,0.61,1.97,0,1,150.28
49,1.91,0.13,0.68,5.7,0.6,1,370.68
26,0.6,0.43,0.34,2.8,0.6,1,281.29
30,0.45,0.13,0.57,3.01,0,1,221.69
0,0.11,0.15,0.12,0.7,0,1,63.51
56,0.69,0.42,0.56,2,0,1,174.4
61,0.57,0.2,0.66,3.35,0,1,188.79
48,0.3,0.13,0.65,2.1,0,1,220.9
39,1.78,0.56,0.61,2.97,0.6,1,362.48
50,0.6755,0.13,0.73,4.8,0,1,339.34
16,0.48,0.3692,0,2.8,0.3,4,265.98
35,0.57,0.46,0.55,2.54,0.6,1,233.64
16,0.55,0.13,0.29,2.92,0,1,144.75
9,0.27,0.16,0.25,1.6,0,1,176.29
18,0.27,0.18,0.36,2.72,0.6,1,203.14
67,0.6755,0.2,0.73,2.8,0.6,1,362.06
146,2.1,0.34,0.73,2.7,0.6,1,321.9
14,0.55,0.31,0.36,2.2,0.3,4,337.32
12,0.55,0.4,0.41,2,0.6,1,222.39
50,1.36,0.26,0.56,2.6,0.6,1,299.77
20,0.47,0.36,0.25,2.46,0,1,201.95
86,0.6755,0.3692,0,2.7,0,5,794.41
8,0.24,0.3692,0,1.5,0,1,118.78
46,1.43,0.3692,0,5.21,0.3,4,307.3
26,0.29,0.13,0.64,2.2,0,1,194.32
19,0.55,0.3,0.49,3.44,0.6,1,323.71
8,0.59,0.25,0,1.6,0,4,290.78
56,0.72,2.3,1.2,2.71,0,1,198.61
46,0.72,0.13,0.65,3.09,0.6,1,271.96
11,0.27,0.18,0.34,2.8,0,1,191.94
116,1.73,0.62,1.1,3.22,0,1,366.09
40,0.48,0.34,0.62,2,0,1,219.07
38,0.6755,0.13,0.48,2.8,0.6,1,208.52
9,0.64,0.3692,0,2.5,0,1,144.48
33,0.58,0.44,0.55,3.1,0.6,1,288.36
34,0.3,0.13,0.57,3.1,0,1,182.6
8,0.21,0.15,0.23,1.5,0,1,107.86
8,0.26,0.14,0.22,1.6,0,1,173.11
9,0.16,0.18,0.21,1.64,0,1,108.45
13,0.55,0.3692,0.6,2.8,0.3,2,290.83
29,0.6,0.2,0.48,2.7,0.6,1,275.64
2,0.15,0.14,0.13,1.42,0,1,46.38
9,0.6755,0.3692,1,2.94,0.3,1,371.79
35,0.35,0.13,0.48,2.6,0,1,137.8
15,0.55,0.39,0.41,3.26,0,1,297.85
31,0.32,0.13,0.64,3.4,0.6,1,272.55
24,0.58,0.45,0.64,3.7,0.6,1,243.24
22,0.33,0.13,0.44,3.18,0,1,196.54
68,2.06,0.73,0.56,4.11,0,1,247.81
9,0.65,0.22,0,1.9,0,1,140.02
13,0.31,0.16,0.41,2.8,0.6,1,220.9
40,0.55,0.13,0.62,2.7,0,1,158.03
18,0.3,0.13,0.44,2.8,0,1,197.88
116,1.48,2.3,1.07,4.34,0,4,592.75
9,0.6755,0.16,0.23,1.75,0.6,1,146.63
30,0.32,0.17,0.55,2.91,0,1,231.77
14,0.55,0.2,0,3.1,0,1,233.83
22,0.32,0.3692,0.41,3.7,0,1,198.16
40,2.4,0.13,0.99,2.03,0.6,1,410.31
8,0.3,0.3692,0.2,1.4,0,1,93.09
0,0.15,0.13,0.21,1.24,0,1,55.39
10,0.37,0.26,0.34,2.1,0.6,1,224.64
18,0.55,0.4,0.29,3.1,0,3,276.75
26,0.37,0.18,0.71,2.24,0.6,1,232.35
35,0.45,0.13,0.57,2.8,0.6,1,245.05
73,0.6755,0.45,0.73,4.08,0.6,1,263.17
116,2.07,2.3,0.61,4.8,0.3,1,390.06
10,0.37,0.26,0.37,2.8,0.6,1,199.38
13,0.3,0.13,0.44,2.8,0.6,1,197.7
31,0.72,0.45,0.64,5,0.6,1,278.67
23,0.6,0.4,0.64,3.04,0.6,1,323.8
9,0.37,0.13,0.26,2,0,1,145.5
11,0.27,0.13,0.34,1.8,0,1,143.09
41,1.64,1.74,0.73,5.57,0,1,490.08
10,0.33,0.3692,0.17,2.2,0,1,193.6
9,0.37,0.23,0.34,2.7,0,1,191.27
44,0.43,0.13,0.61,3.44,0.6,1,240.41
20,0.3,0.14,0.41,2.8,0.6,1,216.54
7,0.6755,0.13,0.24,1.6,0,1,93.47
50,0.27,0.2,0.47,2.84,0.6,1,264
7,0.27,0.3692,0.25,1.5,0,1,131.72
81,0.6755,0.4,0.84,4.8,0.6,1,512.38
12,0.59,0.38,0.44,2,0,1,159
21,0.55,0.26,0.6,2.81,0.6,1,202.58
10,0.27,0.16,0.25,1.96,0,1,176.55
6,0.17,0.1,0.14,2.34,0,2,106.07
116,0.31,0.37,0.53,2.58,0,1,147.58
11,0.95,0.3692,0,2,0,2,224.66
18,1.08,0.4,0,2.7,0,1,296.51
21,0.55,0.4,0.44,2.83,0.6,1,236.81
20,0.6755,0.28,0.41,2.97,0.6,1,158.34
12,0.63,0.26,0,2.66,0,1,210.58
15,0.32,0.14,0.41,2.7,0,1,208.08
20,0.55,0.4,0.41,2.8,0.6,1,235.36
13,0.55,0.3692,0.43,3.4,0,1,210.56
42,0.37,0.18,0.62,3.18,0,1,143.68
54,0.27,0.4,0.26,3.37,0,1,190.78
81,1.91,0.44,0.69,2.76,0,1,295.33
32,0.56,0.18,0.57,3.7,0.6,1,241.6
11,0.59,0.26,0,2,0.3,1,297.69
14,0.55,0.27,0.44,2.85,0,1,158.32
13,0.55,0.36,0.29,2.8,0.6,1,198.55
16,0.55,0.27,0.44,2.7,0.6,1,252.77
33,0.29,0.13,0.57,2.71,0.6,1,265.69
39,2.1,0.7,0.73,5.5,0,1,355.57
26,0.6,0.4,0.57,2,0.6,1,254.48
19,0.52,0.3692,0,3.1,0,1,198.93
9,0.27,0.13,0.28,1.6,0,1,90.54
17,0.55,0.39,0.41,2.71,0,1,221.55
28,0.59,0.38,0.48,2.88,0.3,1,278.47
31,0.5,0.3,0.57,2.7,0.6,1,295.54
96,1.54,0.5,0.75,4.8,0.6,1,412.81
30,0.33,0.26,0.48,2.33,0.6,1,240.22
106,1.71,1.63,0.71,3.73,0.6,1,390.56
10,0.37,0.25,0.37,2.01,0,1,148.25
10,0.35,0.25,0,2.27,0,1,165.62
16,0.53,0.35,1,3.1,0,1,458.58
15,0.55,0.3,0.36,2.7,-0.15,1,175.5
20,0.3,0.13,0.41,1.7,0,1,166.27
50,2.09,0.68,0.62,3.07,0,1,283.44
29,0.58,0.41,0.54,2.81,0,2,236.44
34,0.45,0.13,0.35,1.73,0,1,146.12
14,0.55,0.26,0.41,2.78,0.6,1,195.36
15,0.55,0.4,0.41,2.7,0.6,1,268
86,0.24,0.35,0.51,2.8,0.6,1,225.53
13,0.56,0.36,0,3.4,0,1,174.5
56,0.6755,1.95,0.74,3.7,0.6,1,398.5
13,0.55,0.36,0.41,3.1,0,1,168.31
41,0.52,0.16,0.32,2.01,0,1,127.62
2,0.13,0.15,0.12,1.16,0,1,54.72
8,0.27,0.3692,0.23,2.1,-0.25,1,121.85
216,1.35,0.2,0.73,3.1,0.6,3,469.48
36,0.6,0.24,0.55,2.69,0,1,153.83
46,0.6755,0.13,0.84,2.98,0.6,1,364.7
66,0.6755,2.3,1.02,2.8,0.3,4,1200.34
71,2.2,1.24,0.65,3.78,0.6,1,502.49
20,0.55,0.4,0.41,2.6,0,1,211.09
13,0.55,0.35,0.36,2.7,0,1,171.28
6,0.15,0.15,0.16,1.4,0,3,97.34
30,0.33,0.13,0,2.3,0,1,132.94
46,2.1,0.84,0.61,3.55,0,1,325.97
61,0.27,0.24,0.59,2.02,0.6,1,252.66
13,0.47,0.26,0.26,2.75,0,1,156.16
40,1.37,0.2,0.51,2.08,0,1,250.62
46,1.05,0.19,0.73,4.8,0.6,3,457.83
11,0.22,0.25,0.31,2.8,0.6,1,165.83
22,0.3,0.13,0.41,3.8,0.6,1,199.36
9,0.37,0.3692,0,1.4,0,1,102.35
115,2.1,0.97,0.44,2.9,0,1,279.28
13,0.6755,0.2,0.41,2.7,0.1,1,185.94
20,0.52,0.3692,0,3.1,0,4,320.6
34,0.6755,0.13,0.57,3.1,0.6,3,423.37
64,2.1,2.3,0.44,2.8,0,1,280.89
18,0.55,0.4,0.44,2.82,0,1,185.65
11,0.24,0.4,0.34,2.2,0.6,3,261.36
42,1.94,0.4,0.47,2.29,0.6,1,307.5
11,0.37,2.3,0.34,2.23,0,1,319.27
25,0.3,0.49,0.57,2.7,0.6,1,249.18
126,1.17,2.3,1,2.8,0,1,868.28
10,0.37,0.25,0.34,2.8,0,1,176.12
2,0.21,0.16,0.17,1.4,0,1,58.47
43,0.33,0.13,0.57,2.7,0,1,183.43
16,0.6755,0.3692,0.6,2.7,0.3,4,299.66
13,0.55,0.3692,0,2.9,0.3,4,224.58
43,0.6755,0.13,0.84,2.7,0.6,3,379.76
14,0.6755,0.35,0.47,3.1,0,1,205.7
13,0.49,0.26,0.44,2,0,1,190.9
18,0.26,0.4,0,2.8,0,4,294.65
11,0.37,0.2,0.37,2,0,1,139.1
13,0.18,0.32,0.15,1.82,0,2,106.5
116,1.07,0.2,0.45,2.7,0,1,172.45
10,0.37,0.26,0.37,2.04,0,1,167.67
66,0.6755,0.53,0.54,2.87,0,1,223.04
26,0.33,0.49,0.57,3.7,0.6,1,261.01
39,0.94,0.16,0.73,1.92,0.6,1,217.07
36,0.31,0.15,0.48,2.98,0.3,4,273.03
116,1.1,0.31,0.53,2.75,0.6,1,307.91
60,1.64,0.3692,0,2.1,0.5,1,283.86
26,0.5,0.4,0.58,2.82,0,1,266.07
12,0.76,0.45,0,2.2,0,1,248
13,0.54,0.28,0.29,2.7,0,1,183.02
8,0.24,0.14,0.26,1.6,0,1,104.87
19,0.55,0.4,0.41,2.8,0.6,1,238.47
38,0.33,0.18,0.56,3.49,0,1,162.36
7,0.29,1.56,0.34,2.2,0.3,1,327.15
148,2.1,0.81,0.84,4.8,0,3,364.68
13,0.52,0.3692,1,2.7,0.3,4,443.56
12,0.55,0.2,0.41,2.73,0,1,144.5
46,1.43,1.89,0.66,3.55,0.6,1,431.49
90,1.98,0.8,0.66,2.91,0,1,260.09
28,0.41,0.4,0.57,2.8,0.6,1,322.19
16,0.55,0.28,0.41,2.82,0.6,1,247.36
17,0.28,0.13,0.41,2.8,0,1,175.01
21,0.55,0.29,0.44,3.1,0,1,218.05
38,0.6755,0.13,0.57,1.6,0.6,3,342.2
65,1.64,0.13,0.67,2.06,0.6,3,633.76
27,0.6,0.4,0.57,2.7,0,5,473.08
156,2.06,1.69,0.8,3.44,0.3,3,1257.39
11,0.6755,0.13,0.34,2.2,0,1,148.88
11,0.37,0.25,0.37,2.2,0,1,179.47
8,0.37,0.16,0.37,2.86,0,1,171.48
18,0.25,0.19,0.41,3.1,0.6,3,467.4
18,0.27,0.3692,0.41,3.1,0.6,1,267.89
12,0.55,0.3692,0,2.32,0,1,141.91
32,0.6,2.3,0.64,4.8,0.6,1,654
0,0.18,0.15,0.17,1.21,0,1,55.15
19,0.55,0.22,0.41,3.1,0.6,1,287.45
51,0.6755,0.13,0.61,2.8,0.6,1,197.84
19,0.23,0.26,0.41,1.8,0.6,1,136.95
11,0.33,0.3692,0,2,0,1,96.75
13,0.52,0.36,0.6,2.84,0.3,4,358.36
59,0.6755,0.16,1.23,2,0,1,214.59
9,0.37,0.14,0.37,2,0,1,142.69
38,0.6,0.13,0.57,2.77,0.6,1,212.51
1,0.14,0.15,0,0.9,0,1,49.6
21,0.55,0.3692,0,3.1,0.3,4,178.8
10,0.6755,0.19,0,2.2,0,1,127.65
38,0.61,0.3692,0.57,2.8,0,1,318.45
11,0.37,0.3692,0.37,2.7,0,1,217.15
35,0.6755,0.3,0.48,2.67,0.6,1,236.14
126,2.1,2.3,0.82,5.7,0.3,5,795.91
25,0.31,0.17,0.57,2.8,0.6,1,177.52
16,0.55,0.13,0.41,2.8,0.6,1,220.65
31,0.6,0.13,0.64,2,0.6,3,304.56
13,0.55,0.2,0.41,2.81,0,1,208.5
4,0.18,0.16,0.11,1.7,0,1,104.88
8,0.37,0.13,0.31,1.7,0.6,1,171.76
45,0.6755,0.13,0.94,2.7,0,1,229
47,0.44,0.31,0.47,1.76,0,1,170.71
20,0.55,0.26,0.41,2.3,0.6,1,216.97
106,1.76,1.03,0.5,2.91,0.6,1,340.98
46,1.78,0.88,0.83,2.7,0.6,1,365.39
9,0.37,0.17,0.27,2.03,0.6,1,136.88
18,0.62,0.17,0.41,2.83,0,1,210.03
14,0.55,0.35,0.41,2.81,0,1,210.8
36,1.06,0.45,0.64,3.11,0.6,1,380.17
17,0.55,0.4,0.41,2.8,0,1,195.37
46,1.78,1.1,0.84,3.4,0,1,444.94
106,0.49,0.77,0.76,2.03,0,1,216.83
28,0.27,0.13,0.57,2.26,0,1,222.84
10,0.37,0.26,0.33,2.11,0,1,149.1
7,1.55,0.3692,0.51,2.8,0.6,1,310.94
16,0.27,0.21,0.41,3.11,0.3,1,237.38
10,0.37,0.26,0.34,2.82,0.6,1,200.65
52,0.33,0.36,0.88,3.1,0.6,1,331.99
14,0.53,0.36,0,3.03,0.3,1,256.55
15,0.55,0.35,0.44,3.1,0.6,1,227.05
38,0.6,0.13,0.55,2.84,0.6,1,276.24
36,0.37,0.13,0.57,2.6,0,1,168.07
41,0.51,0.13,0.61,2.8,0.6,3,349.91
1,0.21,0.14,0.14,1.2,0,2,66.63
115,1.74,2.3,0.76,3.15,0.6,1,487.98
46,0.27,0.13,0.94,2.8,0.6,3,388.11
76,0.27,0.13,0.94,2.8,0.6,2,320.93
16,0.54,0.36,0.44,3.1,0,1,160.99
8,0.37,0.13,0.34,2.7,0,1,136.57
8,0.6755,0.13,0.44,2.7,0,1,150.87
14,0.3,0.14,0.41,2.75,0.6,1,229.6
46,2.07,0.87,0.63,3.12,0,1,296.43
8,0.26,0.13,0.24,1.8,0,1,123.46
20,0.48,0.3692,0.29,2.7,0.3,5,397.97
4,0.2,0.16,0.22,1.24,-0.15,1,70.21
86,2.1,2.3,0.94,2.7,0.6,3,1333.83
7,0.27,0.3692,0,1.8,-0.1,1,99.01
11,0.36,0.33,0.31,2.7,0,1,143.32
9,0.19,0.12,0.2,1.63,0,1,110.04
14,0.55,0.27,0.29,2.7,0,1,153.95
5,0.23,0.14,0.21,1.6,0,1,86.98
11,0.35,0.32,0,2.72,0,1,216.54
46,0.29,0.13,0.73,2.7,0.6,1,325.25
10,0.37,0.29,0.39,2.8,0.6,1,199.51
96,0.3,0.36,0.57,2.8,0.6,1,214.69
30,0.32,0.13,0.57,2.2,0.6,1,227.19
7,0.65,0.21,0,1.4,0,1,148.9
14,0.3,0.15,0.41,2.69,0,1,173.87
14,0.55,0.4,0.41,3.35,0.6,1,237.97
26,0.58,0.45,0.57,3.02,0,1,219.45
17,0.55,0.3692,0,2.7,0,4,223.54
31,0.6755,0.13,0.57,4.8,0,1,189.49
39,0.29,0.13,0.84,2.8,-0.15,1,208.72
116,1.64,0.3692,0.61,2.8,0.6,1,307.85
34,0.27,0.13,0.64,2.8,0.6,3,353.25
41,0.34,0.48,0.61,2,0.6,1,228.97
196,2.06,2.3,1.08,4.12,0.3,3,1273.37
91,2.09,0.91,0.59,3.27,0,1,375.55
13,0.55,0.4,0.29,2.8,0,4,217.98
42,0.29,0.13,0.84,2.7,0.6,3,348.14
12,0.37,0.3692,0.19,2.8,0.3,4,226.03
13,0.53,0.3692,0.44,3.1,0.3,4,370.1
36,0.22,0.13,0.55,2.24,0,1,185.93
13,0.55,0.3692,0.29,2.8,0,1,231.86
36,1.05,0.36,0.57,3.42,0.6,1,297.05
37,0.6,0.13,0.57,3.1,0.6,3,320.17
13,0.55,0.31,0.44,2.76,0,1,220.83
17,0.49,0.28,0.4,2.7,0,1,168.7
33,0.29,0.13,0.57,2,0,1,183.57
94,1.74,0.32,0.59,2.7,0,1,201.16
24,0.6,0.16,0,2.7,0,4,449.27
66,0.58,0.27,0.08,2,0.3,4,482.28
121,2.26,1.68,0.72,3.1,0.6,1,438.89
19,0.38,0.4,0.41,2.8,0.6,1,235.93
19,0.6755,0.13,0.46,3.03,0,1,237.94
2,0.15,0.11,0.12,0.82,0,1,55.99
36,0.6755,0.45,0.35,2.8,0,1,185.87
11,0.37,0.25,0.31,2,0,1,157.97
44,0.6,0.96,0.56,3.05,0.6,1,266.16
8,0.27,0.16,0.25,2.28,0,1,112.3
86,2.1,2.3,0.61,4.8,0.3,3,638.94
76,1.53,2.3,0.68,4.8,0.6,1,572.56
14,0.6755,0.13,0.44,2.8,0,1,199.44
27,0.59,0.4,0.38,2.96,0.3,4,344.24
36,0.99,0.23,0.47,2.97,0.6,1,204.75
34,0.4,0.13,0.57,2.71,0.6,1,310.56
14,0.38,0.26,0.44,2.81,0.6,1,196.12
32,0.59,0.13,0.64,2.23,0,1,363.36
10,0.37,0.25,0.34,2.03,0,1,157.48
26,0.6,0.5,0.48,3.1,0.3,4,329.08
10,0.33,0.3692,0,2.7,-0.25,2,155.76
94,1.67,0.22,0.69,2.61,0.6,1,280.81
106,0.6,0.3692,0,4.8,0.6,1,208.19
19,0.6755,0.35,0.44,4.39,0.6,1,270.24
17,0.55,0.26,0.41,2.8,0.6,1,243.69
10,0.37,0.2,0.34,2.6,0,1,156.08
26,0.6755,0.13,0.48,3.1,0.6,1,281.38
63,0.27,2.3,0.86,2.02,0,1,385.48
56,1.43,0.13,0.8,3.96,0.6,1,550.97
13,0.84,0.3692,0,2.5,0,1,166.96
20,0.54,0.4,0.47,2.7,0,1,198.49
7,0.27,0.3692,0.25,1.9,0.3,4,184.53
5,0.26,0.16,0.13,1.52,0,1,88.29
38,1.1,0.4,0.64,2.8,0.6,1,372.2
11,0.3,0.21,0.34,0.84,0,1,113.2
137,0.78,2.3,0.61,4.8,0.3,3,750.95
29,0.6,0.41,0.57,2.7,0,1,261.97
8,0.26,0.25,0,1.41,0,1,163.42
86,1.49,0.16,0,3.1,0,1,283.71
42,0.3,0.23,0.84,2.8,0.3,1,370.46
42,0.33,0.13,0.61,3.38,0.6,1,218.88
116,1.36,1.49,0.84,2.7,0.6,1,481.11
49,0.42,0.78,0.67,3.1,0,1,198.88
56,0.29,0.13,0.7,2.48,0.6,1,346.04
49,0.6755,0.28,0.6,3.22,0,1,155.69
17,0.3,0.13,0.41,2.7,0,1,130.22
36,0.6755,0.29,0.48,3.29,0,1,153.59
1,0.18,0.13,0.13,1.55,0,1,57.28
14,0.55,0.26,0.41,3.1,0,1,185.7
21,0.27,0.13,0.43,2.7,0.6,1,225.73
46,0.41,0.32,0.73,2.78,0,1,200.06
40,0.6755,0.35,0.94,4.78,0.6,1,256.2
36,0.27,0.13,0.64,3.8,0.6,1,251.92
18,0.22,0.19,0.43,2.7,0,1,165.2
10,0.37,0.25,0.34,2.3,0,1,145.42
56,1.49,0.13,0.84,3.34,0.6,1,491.76
9,0.27,0.2,0.25,1.9,0,1,116.48
36,0.36,0.13,0.6,2.62,0,1,238.47
116,1.17,0.3692,0,3.1,0,4,552.39
12,0.55,0.2,0.29,2.8,0,1,207.78
